State,District,Theft_2017,Murder_2017,RegisteredUsers_2017,Theft_2018,Murder_2018,RegisteredUsers_2018,TransactionVolume_2018,Theft_2019,Murder_2019,RegisteredUsers_2019,TransactionVolume_2019,Theft_2022,Murder_2022,RegisteredUsers_2022,TransactionVolume_2022,Theft_2023,Murder_2023,RegisteredUsers_2023,TransactionVolume_2023
Telangana,Kamareddy,155.0,23.0,38028.0,158.0,24.0,96369.0,575547.0,240.0,26.0,162054.0,2462940.0,441.0,40.0,383869.0,30033046.0,486.0,37.0,452089.0,68614676.0
Telangana,Karimnagar,237.0,19.0,100028.0,291.0,15.0,218609.0,1642647.0,170.0,17.0,334300.0,6072373.0,156.0,24.0,718193.0,68472278.0,196.0,21.0,835681.0,148750233.0
Telangana,Khammam,352.0,30.0,84941.0,293.0,27.0,206049.0,1185890.0,297.0,14.0,340747.0,5052277.0,385.0,25.0,790500.0,68889337.0,335.0,29.0,925918.0,153020936.0
Telangana,Mahabubabad,100.0,19.0,32847.0,104.0,17.0,80528.0,486505.0,78.0,13.0,133329.0,2188158.0,112.0,28.0,314702.0,25440402.0,109.0,10.0,371553.0,54966518.0
Telangana,Mahabubnagar,287.0,27.0,0.0,255.0,21.0,0.0,0.0,142.0,20.0,0.0,0.0,223.0,21.0,0.0,0.0,267.0,27.0,0.0,0.0
Telangana,Medak,99.0,25.0,29694.0,105.0,18.0,79145.0,498656.0,120.0,18.0,131276.0,2119345.0,260.0,32.0,305395.0,26021170.0,273.0,37.0,359688.0,60077642.0
Telangana,Nagarkurnool,111.0,23.0,32570.0,256.0,13.0,93752.0,565584.0,105.0,18.0,165017.0,2393310.0,147.0,26.0,394485.0,35687766.0,144.0,31.0,465123.0,79154993.0
Telangana,Nalgonda,179.0,39.0,84459.0,176.0,33.0,211184.0,1307898.0,268.0,46.0,351793.0,5219036.0,327.0,35.0,830827.0,78361521.0,327.0,30.0,975830.0,175917441.0
Telangana,Narayanpet,0.0,0.0,13945.0,0.0,0.0,40074.0,251990.0,45.0,10.0,69951.0,949749.0,58.0,10.0,172242.0,12541810.0,37.0,9.0,203622.0,29107360.0
Telangana,Nirmal,84.0,15.0,25519.0,64.0,16.0,62468.0,934613.0,90.0,9.0,105257.0,1477822.0,118.0,15.0,257611.0,20552021.0,131.0,8.0,304059.0,47772152.0
Telangana,Nizamabad,530.0,27.0,77516.0,582.0,24.0,186351.0,924420.0,500.0,32.0,320572.0,4269844.0,787.0,58.0,761985.0,63821691.0,877.0,52.0,889165.0,145504844.0
Telangana,Sangareddy,259.0,37.0,142807.0,214.0,35.0,346529.0,2075714.0,362.0,49.0,542540.0,10089878.0,508.0,45.0,1212607.0,131119063.0,435.0,52.0,1411306.0,323648745.0
Telangana,Siddipet,147.0,25.0,61535.0,186.0,18.0,152281.0,995403.0,342.0,11.0,245168.0,4247130.0,424.0,23.0,549109.0,52678746.0,506.0,18.0,643516.0,119070865.0
Telangana,Suryapet,154.0,25.0,52906.0,155.0,22.0,131272.0,777973.0,153.0,29.0,215377.0,2907516.0,305.0,27.0,513436.0,46213673.0,248.0,24.0,603320.0,103715113.0
Telangana,Vikarabad,78.0,21.0,29719.0,65.0,24.0,82823.0,488502.0,111.0,28.0,146927.0,1859701.0,158.0,30.0,355447.0,31108195.0,119.0,30.0,418255.0,67050916.0
Telangana,Wanaparthy,142.0,15.0,20785.0,193.0,6.0,56006.0,368756.0,155.0,15.0,95305.0,1380136.0,138.0,13.0,223966.0,19317724.0,159.0,11.0,262957.0,42509806.0
Telangana,Warangal,269.0,51.0,170541.0,387.0,47.0,388010.0,3342145.0,347.0,45.0,595870.0,15087334.0,558.0,41.0,1280746.0,142939960.0,571.0,48.0,1490261.0,279245261.0
Tripura,Dhalai,18.0,13.0,3448.0,19.0,6.0,13219.0,74883.0,14.0,12.0,22808.0,165397.0,15.0,17.0,56918.0,1051886.0,20.0,15.0,67846.0,2680800.0
Tripura,Gomati,35.0,12.0,4509.0,41.0,15.0,16370.0,101579.0,48.0,17.0,26688.0,229833.0,35.0,7.0,65137.0,1097767.0,28.0,8.0,77781.0,2625462.0
Tripura,Unakoti,11.0,6.0,2484.0,21.0,18.0,8750.0,66340.0,22.0,12.0,15593.0,105179.0,17.0,6.0,39208.0,788776.0,28.0,5.0,46606.0,1970205.0
Uttar Pradesh,Agra,3017.0,117.0,148387.0,3024.0,124.0,392222.0,1897667.0,2528.0,123.0,668251.0,5821816.0,1961.0,80.0,1567104.0,85523087.0,1601.0,96.0,1827812.0,155860074.0
Uttar Pradesh,Aligarh,1542.0,134.0,84375.0,1300.0,113.0,221771.0,1215055.0,1018.0,111.0,389467.0,3377785.0,1321.0,98.0,954758.0,53283732.0,1625.0,75.0,1116196.0,111011830.0
Uttar Pradesh,Ambedkar Nagar,191.0,27.0,36853.0,202.0,35.0,105456.0,845316.0,186.0,27.0,173558.0,1693606.0,347.0,43.0,430997.0,12793957.0,206.0,31.0,509939.0,35285564.0
Uttar Pradesh,Amethi,274.0,33.0,28949.0,253.0,34.0,80707.0,594951.0,261.0,41.0,136952.0,1253474.0,246.0,35.0,347875.0,11514548.0,220.0,36.0,412459.0,31180527.0
Uttar Pradesh,Auraiya,247.0,51.0,21705.0,257.0,43.0,61805.0,475856.0,193.0,45.0,106853.0,899230.0,286.0,29.0,267934.0,9544455.0,203.0,23.0,316229.0,25971593.0
Uttar Pradesh,Ayodhya,559.0,35.0,51410.0,409.0,33.0,136314.0,964686.0,370.0,32.0,217835.0,2113269.0,412.0,46.0,523710.0,20640822.0,420.0,29.0,615546.0,50424429.0
Uttar Pradesh,Azamgarh,513.0,65.0,68976.0,441.0,40.0,203791.0,1292406.0,423.0,55.0,334030.0,2761441.0,510.0,46.0,819779.0,31217949.0,615.0,39.0,965487.0,77993258.0
Uttar Pradesh,Baghpat,384.0,57.0,27155.0,417.0,63.0,79331.0,403417.0,363.0,62.0,138206.0,1221289.0,451.0,49.0,334159.0,15915244.0,421.0,42.0,390418.0,40525128.0
Uttar Pradesh,Bahraich,348.0,40.0,23003.0,371.0,34.0,68614.0,508936.0,454.0,53.0,118691.0,1050085.0,447.0,57.0,321216.0,10718011.0,469.0,38.0,380792.0,30997875.0
Uttar Pradesh,Ballia,507.0,34.0,59431.0,366.0,26.0,171902.0,1059785.0,235.0,17.0,279850.0,2452276.0,360.0,40.0,677606.0,24281774.0,345.0,25.0,799919.0,64766108.0
Uttar Pradesh,Balrampur,89.0,21.0,13778.0,69.0,21.0,44496.0,256618.0,94.0,19.0,79242.0,668678.0,133.0,23.0,211866.0,7946196.0,225.0,15.0,251771.0,22642986.0
Uttar Pradesh,Banda,209.0,36.0,18718.0,156.0,34.0,51294.0,340416.0,127.0,44.0,85004.0,745024.0,230.0,57.0,218345.0,6547769.0,173.0,53.0,259923.0,18142728.0
Uttar Pradesh,Bara Banki,293.0,55.0,36150.0,316.0,48.0,96470.0,672118.0,328.0,50.0,163878.0,1557825.0,188.0,43.0,411159.0,14157606.0,166.0,34.0,486273.0,39357660.0
Uttar Pradesh,Bareilly,1136.0,98.0,112369.0,1085.0,96.0,279714.0,2019928.0,1037.0,88.0,452872.0,4550886.0,1133.0,86.0,1073906.0,43117466.0,1288.0,83.0,1256323.0,99994391.0
Uttar Pradesh,Basti,248.0,42.0,38586.0,171.0,21.0,110068.0,763234.0,175.0,22.0,182992.0,1730576.0,231.0,32.0,455284.0,16435820.0,190.0,25.0,538611.0,45291843.0
Uttar Pradesh,Bijnor,626.0,92.0,52039.0,593.0,71.0,142913.0,858974.0,449.0,61.0,245713.0,1893852.0,383.0,48.0,617592.0,41109816.0,713.0,53.0,724249.0,63022311.0
Uttar Pradesh,Bulandshahr,1242.0,139.0,60527.0,988.0,102.0,171533.0,892270.0,918.0,109.0,300819.0,2569075.0,1022.0,56.0,750064.0,42256379.0,911.0,49.0,877737.0,97947746.0
Uttar Pradesh,Chitrakoot,89.0,25.0,10679.0,67.0,21.0,29453.0,179047.0,79.0,21.0,49532.0,402032.0,100.0,20.0,127573.0,4562838.0,130.0,24.0,152320.0,11779170.0
Uttar Pradesh,Deoria,247.0,31.0,61062.0,226.0,44.0,172036.0,1218508.0,240.0,47.0,285363.0,2889076.0,232.0,27.0,696661.0,26219774.0,288.0,28.0,822245.0,70396286.0
Uttar Pradesh,Etah,495.0,57.0,19926.0,484.0,49.0,62643.0,269885.0,388.0,40.0,116306.0,717360.0,276.0,31.0,303920.0,11555083.0,234.0,27.0,357881.0,32351760.0
Uttar Pradesh,Etawah,830.0,68.0,28534.0,521.0,39.0,79764.0,478194.0,380.0,39.0,139252.0,1129151.0,372.0,48.0,352935.0,14016457.0,276.0,29.0,414603.0,37659779.0
Uttar Pradesh,Fatehpur,339.0,48.0,26460.0,259.0,37.0,71857.0,454740.0,249.0,35.0,123288.0,926729.0,309.0,32.0,320663.0,9114049.0,244.0,25.0,381333.0,23844908.0
Uttar Pradesh,Firozabad,825.0,77.0,40297.0,698.0,78.0,114566.0,504178.0,631.0,70.0,221119.0,1481139.0,861.0,89.0,585301.0,20697612.0,627.0,68.0,688869.0,55754927.0
Uttar Pradesh,Gautam Buddha Nagar,3964.0,93.0,448768.0,3699.0,84.0,1143614.0,12669723.0,4131.0,97.0,1656331.0,49435289.0,2492.0,53.0,3434422.0,311053815.0,2224.0,53.0,3965080.0,661158156.0
Uttar Pradesh,Ghaziabad,3902.0,116.0,329683.0,4693.0,119.0,859583.0,6214716.0,4123.0,97.0,1296464.0,23365619.0,4048.0,107.0,2798185.0,158781297.0,4247.0,110.0,3240845.0,336151743.0
Uttar Pradesh,Ghazipur,296.0,43.0,64317.0,268.0,46.0,185130.0,1245630.0,345.0,30.0,299524.0,2723151.0,408.0,40.0,728284.0,25607590.0,332.0,27.0,859165.0,66447889.0
Uttar Pradesh,Gonda,254.0,36.0,34648.0,277.0,30.0,102076.0,716514.0,181.0,25.0,170132.0,1585049.0,268.0,30.0,429376.0,15715353.0,334.0,45.0,506569.0,43142068.0
Uttar Pradesh,Gorakhpur,1344.0,77.0,132769.0,1317.0,81.0,336196.0,2251775.0,1096.0,102.0,539316.0,5406501.0,990.0,71.0,1263672.0,53066967.0,1062.0,64.0,1482201.0,115969647.0
Uttar Pradesh,Hamirpur,130.0,36.0,16985.0,94.0,35.0,44913.0,344232.0,83.0,21.0,72081.0,622970.0,121.0,20.0,182923.0,6234146.0,180.0,33.0,218191.0,17690608.0
Uttar Pradesh,Hapur,646.0,39.0,34731.0,510.0,46.0,97238.0,581262.0,481.0,43.0,166710.0,1720578.0,463.0,33.0,402167.0,25163771.0,417.0,34.0,469396.0,53905750.0
Uttar Pradesh,Hardoi,400.0,58.0,33813.0,362.0,61.0,97562.0,571963.0,281.0,63.0,166833.0,1213286.0,225.0,41.0,451324.0,12303707.0,194.0,47.0,534801.0,33164391.0
Uttar Pradesh,Hathras,464.0,48.0,24848.0,410.0,44.0,71141.0,335879.0,346.0,40.0,127615.0,879538.0,352.0,37.0,326364.0,12623118.0,340.0,37.0,383279.0,34237659.0
Uttar Pradesh,Jalaun,293.0,36.0,32085.0,209.0,39.0,82094.0,553861.0,210.0,35.0,130530.0,1037525.0,210.0,19.0,323564.0,12702733.0,205.0,22.0,383401.0,34510662.0
Uttar Pradesh,Jaunpur,582.0,66.0,78930.0,595.0,68.0,229957.0,1571188.0,681.0,61.0,376245.0,3407879.0,449.0,48.0,920995.0,32395991.0,373.0,51.0,1086857.0,73845037.0
Uttar Pradesh,Jhansi,443.0,54.0,74623.0,373.0,46.0,178538.0,1211428.0,383.0,37.0,279897.0,3148561.0,280.0,35.0,646791.0,30653053.0,286.0,35.0,757395.0,76956501.0
Uttar Pradesh,Jyotiba Phule Nagar,338.0,46.0,27497.0,314.0,45.0,77180.0,431968.0,261.0,37.0,132719.0,1010368.0,0.0,0.0,343745.0,24100503.0,286.0,21.0,403289.0,48295192.0
Uttar Pradesh,Kannauj,211.0,32.0,19583.0,191.0,37.0,60722.0,514853.0,144.0,27.0,110383.0,869068.0,225.0,58.0,282585.0,10170027.0,169.0,46.0,335088.0,28250552.0
Uttar Pradesh,Kanpur Dehat,242.0,51.0,18293.0,181.0,38.0,55057.0,333549.0,190.0,32.0,99757.0,815536.0,224.0,33.0,265587.0,9450740.0,193.0,30.0,315586.0,25848888.0
Uttar Pradesh,Kanpur Nagar,2020.0,97.0,208389.0,1701.0,87.0,511583.0,3308373.0,1380.0,80.0,788847.0,11089415.0,0.0,0.0,1751281.0,94301046.0,0.0,0.0,2038863.0,139205785.0
Uttar Pradesh,Kasganj,246.0,40.0,15670.0,231.0,43.0,46990.0,243275.0,261.0,42.0,85463.0,561855.0,224.0,37.0,224986.0,7480959.0,226.0,27.0,264977.0,21701156.0
Uttar Pradesh,Kaushambi,245.0,32.0,12102.0,195.0,24.0,36501.0,212186.0,178.0,35.0,67498.0,492105.0,159.0,34.0,179501.0,5174564.0,172.0,45.0,213688.0,14392987.0
Uttar Pradesh,Kushinagar,274.0,45.0,60631.0,361.0,40.0,178069.0,1565053.0,306.0,31.0,294988.0,3515174.0,397.0,39.0,725714.0,30407662.0,427.0,49.0,859776.0,78636010.0
Uttar Pradesh,Lalitpur,129.0,28.0,20957.0,158.0,16.0,52158.0,445882.0,85.0,16.0,85820.0,889098.0,130.0,13.0,218301.0,10568989.0,69.0,11.0,259525.0,27343530.0
Uttar Pradesh,Lucknow,4974.0,116.0,380070.0,4209.0,114.0,896208.0,6596093.0,3183.0,108.0,1329098.0,45262941.0,2626.0,131.0,2858255.0,427689274.0,2454.0,98.0,3309599.0,321313493.0
Uttar Pradesh,Maharajganj,82.0,23.0,33481.0,62.0,22.0,116789.0,928619.0,201.0,29.0,189603.0,1919902.0,182.0,21.0,468125.0,14879728.0,149.0,27.0,553104.0,40049300.0
Uttar Pradesh,Mahoba,106.0,27.0,12930.0,81.0,24.0,33600.0,211692.0,63.0,14.0,54536.0,425468.0,101.0,8.0,144131.0,5905966.0,73.0,17.0,171978.0,16606058.0
Uttar Pradesh,Mainpuri,576.0,83.0,25568.0,371.0,72.0,74458.0,460118.0,373.0,58.0,135739.0,927810.0,334.0,40.0,351545.0,13758943.0,285.0,28.0,414239.0,38839584.0
Uttar Pradesh,Mathura,1451.0,92.0,70100.0,1455.0,93.0,196168.0,1034595.0,1352.0,84.0,352252.0,3160876.0,1822.0,84.0,882699.0,47418979.0,1471.0,77.0,1033503.0,118988856.0
Uttar Pradesh,Mau,253.0,25.0,36792.0,177.0,24.0,103587.0,698808.0,215.0,22.0,168403.0,1396961.0,287.0,25.0,413361.0,13721109.0,319.0,21.0,487619.0,39134293.0
Uttar Pradesh,Meerut,3051.0,162.0,123619.0,2773.0,139.0,311930.0,1780920.0,2681.0,123.0,509693.0,5493454.0,1889.0,97.0,1178230.0,96779034.0,1494.0,92.0,1369150.0,129912611.0
Uttar Pradesh,Mirzapur,67.0,32.0,39327.0,61.0,37.0,118790.0,755571.0,200.0,25.0,184275.0,1623873.0,226.0,26.0,441082.0,13554801.0,240.0,21.0,521361.0,34748849.0
Uttar Pradesh,Moradabad,965.0,71.0,57057.0,756.0,56.0,149856.0,919643.0,707.0,46.0,257312.0,2062728.0,706.0,36.0,647915.0,43177548.0,450.0,45.0,756605.0,80650950.0
Uttar Pradesh,Muzaffarnagar,705.0,105.0,56136.0,584.0,72.0,146672.0,869083.0,454.0,70.0,253057.0,1953211.0,428.0,54.0,623408.0,32443185.0,353.0,44.0,727767.0,79754922.0
Uttar Pradesh,Pilibhit,261.0,40.0,28407.0,221.0,38.0,76898.0,602993.0,241.0,46.0,131381.0,1110183.0,212.0,67.0,328766.0,9696430.0,213.0,35.0,389195.0,24858432.0
Uttar Pradesh,Pratapgarh,573.0,56.0,41557.0,546.0,56.0,121687.0,774725.0,457.0,73.0,208100.0,1667891.0,555.0,84.0,523982.0,18549567.0,501.0,72.0,620622.0,45615047.0
Uttar Pradesh,Prayagraj,2255.0,107.0,220198.0,2370.0,117.0,532230.0,4127906.0,2130.0,131.0,816436.0,10991559.0,1564.0,100.0,1847496.0,85524256.0,1541.0,91.0,2163437.0,174437073.0
Uttar Pradesh,Rampur,435.0,30.0,30312.0,360.0,39.0,78177.0,803575.0,203.0,33.0,133897.0,1125444.0,299.0,35.0,346791.0,14407630.0,287.0,45.0,406952.0,42270889.0
Uttar Pradesh,Saharanpur,666.0,92.0,73819.0,535.0,55.0,195185.0,1225677.0,477.0,48.0,332027.0,3286051.0,361.0,33.0,811254.0,42903382.0,327.0,34.0,943863.0,106793130.0
Uttar Pradesh,Sambhal,410.0,53.0,22039.0,347.0,57.0,60840.0,337180.0,215.0,46.0,107252.0,705994.0,327.0,55.0,288342.0,16012399.0,299.0,55.0,338406.0,37855089.0
Uttar Pradesh,Sant Ravidas Nagar,105.0,17.0,29109.0,166.0,19.0,80947.0,539140.0,149.0,21.0,131750.0,1161009.0,158.0,17.0,321988.0,9188267.0,91.0,18.0,380059.0,21163281.0
Uttar Pradesh,Shahjahanpur,219.0,50.0,39155.0,150.0,59.0,102828.0,616818.0,209.0,69.0,171075.0,1284912.0,125.0,56.0,443182.0,12201581.0,115.0,40.0,525540.0,33185299.0
Uttar Pradesh,Shamli,394.0,46.0,23247.0,261.0,33.0,60928.0,312402.0,255.0,32.0,105856.0,784443.0,308.0,24.0,265822.0,12960453.0,274.0,22.0,310348.0,38140474.0
Uttar Pradesh,Sitapur,772.0,71.0,39869.0,623.0,112.0,125826.0,2152935.0,655.0,91.0,223690.0,2090826.0,264.0,64.0,564348.0,12278408.0,227.0,81.0,671937.0,33957621.0
Uttar Pradesh,Sonbhadra,166.0,28.0,44097.0,148.0,36.0,107237.0,891063.0,152.0,43.0,163017.0,1876573.0,188.0,42.0,383025.0,17904717.0,154.0,40.0,452947.0,47328454.0
Uttar Pradesh,Sultanpur,435.0,60.0,38698.0,388.0,55.0,105768.0,758010.0,485.0,43.0,175425.0,1766784.0,615.0,52.0,426458.0,13856479.0,520.0,50.0,503749.0,37186836.0
Uttar Pradesh,Unnao,410.0,77.0,33339.0,394.0,83.0,95607.0,546698.0,368.0,57.0,163038.0,1308118.0,316.0,45.0,412637.0,11355821.0,357.0,48.0,488566.0,28918512.0
Uttar Pradesh,Varanasi,1060.0,48.0,206788.0,1106.0,47.0,524667.0,6521344.0,1664.0,50.0,777234.0,11048506.0,1079.0,45.0,1718122.0,110842371.0,810.0,42.0,2000419.0,138705336.0
Uttarakhand,Almora,3.0,4.0,11367.0,13.0,3.0,33092.0,188035.0,8.0,1.0,55964.0,451997.0,22.0,2.0,140885.0,3405452.0,18.0,4.0,166660.0,7381549.0
Uttarakhand,Bageshwar,3.0,4.0,4231.0,3.0,3.0,12260.0,60482.0,2.0,3.0,21756.0,140375.0,7.0,5.0,55410.0,1236751.0,6.0,5.0,65847.0,2725810.0
Uttarakhand,Chamoli,5.0,1.0,7493.0,13.0,3.0,23274.0,111521.0,18.0,2.0,40668.0,321525.0,10.0,1.0,101718.0,3049608.0,18.0,5.0,120266.0,6314518.0
Uttarakhand,Champawat,8.0,1.0,5442.0,3.0,5.0,15679.0,79185.0,9.0,3.0,25824.0,194534.0,16.0,4.0,64508.0,1626789.0,23.0,5.0,76540.0,3947413.0
Uttarakhand,Dehradun,422.0,21.0,147998.0,414.0,35.0,369578.0,2214366.0,377.0,23.0,593420.0,8152466.0,668.0,34.0,1318049.0,122757299.0,621.0,32.0,1521402.0,139659408.0
Uttarakhand,Haridwar,822.0,68.0,104823.0,769.0,68.0,262411.0,2014257.0,597.0,55.0,408768.0,5592275.0,945.0,39.0,928785.0,44280584.0,1205.0,56.0,1079967.0,98308015.0
Uttarakhand,Nainital,152.0,16.0,49083.0,128.0,16.0,118824.0,678384.0,149.0,25.0,186948.0,1634838.0,248.0,22.0,425816.0,17579588.0,221.0,15.0,495055.0,33933337.0
Uttarakhand,Pauri Garhwal,44.0,7.0,20425.0,35.0,6.0,56173.0,349704.0,26.0,7.0,90270.0,822986.0,54.0,14.0,213655.0,6940711.0,38.0,3.0,251419.0,14293397.0
Uttarakhand,Pithoragarh,9.0,2.0,8836.0,10.0,5.0,26621.0,142204.0,13.0,9.0,46554.0,354675.0,20.0,4.0,117070.0,3003711.0,31.0,9.0,138218.0,6573304.0
Uttarakhand,Tehri Garhwal,18.0,3.0,13030.0,21.0,3.0,37689.0,194692.0,31.0,6.0,66293.0,533806.0,21.0,3.0,164792.0,5232766.0,26.0,3.0,194028.0,12286069.0
West Bengal,Alipurduar,333.0,46.0,22238.0,258.0,47.0,64136.0,567429.0,258.0,47.0,108508.0,998880.0,159.0,49.0,272997.0,12591700.0,222.0,32.0,321436.0,26540449.0
West Bengal,Bankura,127.0,59.0,110008.0,150.0,74.0,288329.0,7980077.0,150.0,74.0,456100.0,11165930.0,137.0,43.0,957561.0,25384931.0,105.0,37.0,1129802.0,52238842.0
West Bengal,Birbhum,310.0,103.0,94598.0,319.0,100.0,265201.0,15606755.0,319.0,100.0,415614.0,12499689.0,195.0,90.0,896009.0,25872029.0,223.0,79.0,1056537.0,65696157.0
West Bengal,Dakshin Dinajpur,96.0,22.0,36948.0,90.0,42.0,115269.0,2069038.0,90.0,42.0,185263.0,2369163.0,117.0,40.0,429466.0,8555136.0,119.0,43.0,511007.0,22684474.0
West Bengal,Darjiling,153.0,17.0,54922.0,164.0,18.0,155658.0,902096.0,164.0,18.0,265776.0,5273469.0,143.0,27.0,645962.0,33719219.0,167.0,26.0,752016.0,58381389.0
West Bengal,East Bardhaman,0.0,0.0,119528.0,0.0,0.0,340321.0,6247113.0,0.0,0.0,535655.0,21983040.0,227.0,69.0,1171416.0,58658097.0,216.0,76.0,1377496.0,82887560.0
West Bengal,Haora,1289.0,102.0,136589.0,1192.0,90.0,410583.0,3644687.0,1192.0,90.0,654600.0,8655694.0,512.0,80.0,1488195.0,77839824.0,608.0,63.0,1737851.0,118794524.0
West Bengal,Hugli,569.0,70.0,148033.0,390.0,64.0,480952.0,5737808.0,390.0,64.0,755631.0,13099483.0,272.0,40.0,1651210.0,49637590.0,309.0,37.0,1930844.0,120524370.0
West Bengal,Jalpaiguri,247.0,55.0,31035.0,181.0,38.0,92118.0,888020.0,181.0,38.0,156901.0,1647284.0,255.0,37.0,392646.0,15198524.0,239.0,42.0,462801.0,37356400.0
West Bengal,Koch Bihar,336.0,58.0,41690.0,248.0,58.0,131010.0,1384661.0,248.0,58.0,221552.0,2254455.0,214.0,42.0,564029.0,20332150.0,215.0,78.0,666807.0,57456537.0
West Bengal,Kolkata,3493.0,64.0,306503.0,2608.0,55.0,868126.0,14679383.0,2608.0,55.0,1336585.0,61291479.0,1197.0,34.0,2838411.0,442825414.0,958.0,43.0,3279239.0,295949588.0
West Bengal,Malda,560.0,59.0,0.0,438.0,29.0,0.0,0.0,438.0,29.0,0.0,0.0,414.0,97.0,0.0,0.0,442.0,71.0,0.0,0.0
West Bengal,Murshidabad,601.0,167.0,187824.0,398.0,173.0,478812.0,9021522.0,398.0,173.0,830132.0,14965007.0,297.0,149.0,1868610.0,67334608.0,367.0,158.0,2188015.0,156939062.0
West Bengal,Nadia,611.0,132.0,136396.0,636.0,105.0,385179.0,6616361.0,636.0,105.0,633794.0,9990645.0,294.0,110.0,1423179.0,45904252.0,449.0,118.0,1671140.0,114751056.0
West Bengal,Paschim Medinipur,792.0,107.0,127203.0,724.0,106.0,361979.0,5361363.0,724.0,106.0,572195.0,10060782.0,743.0,110.0,1274166.0,44317660.0,514.0,96.0,1498903.0,115059415.0
West Bengal,Purulia,131.0,71.0,73427.0,93.0,74.0,190392.0,4192828.0,93.0,74.0,295685.0,5536498.0,102.0,51.0,652528.0,17893536.0,104.0,44.0,774183.0,49129601.0
West Bengal,West Bardhaman,520.0,69.0,139310.0,373.0,63.0,349928.0,5069742.0,373.0,63.0,538224.0,11972354.0,316.0,53.0,1165703.0,54127907.0,337.0,54.0,1359767.0,114311945.0
West Bengal,West Medinipur,49.0,31.0,18243.0,53.0,23.0,53153.0,1002427.0,53.0,23.0,83390.0,1439259.0,68.0,27.0,184460.0,5429494.0,55.0,22.0,217964.0,13953450.0
