State,District,Theft_2017,Murder_2017,Cruelty_2017,Theft_2018,Murder_2018,Cruelty_2018,Theft_2019,Murder_2019,Cruelty_2019,Theft_2022,Murder_2022,Cruelty_2022,Theft_2023,Murder_2023,Cruelty_2023
Manipur,CID,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Manipur,Chandel,9.0,7.0,0.0,5.0,4.0,0.0,2.0,1.0,0.0,13.0,2.0,0.0,17.0,0.0,0.0
Manipur,Churachandpur,13.0,7.0,0.0,12.0,5.0,0.0,28.0,4.0,0.0,62.0,9.0,1.0,325.0,18.0,0.0
Manipur,Imphal East,224.0,8.0,6.0,291.0,4.0,1.0,271.0,7.0,3.0,309.0,8.0,0.0,416.0,37.0,1.0
Manipur,Imphal West,332.0,12.0,7.0,393.0,13.0,9.0,431.0,14.0,4.0,649.0,5.0,7.0,760.0,21.0,0.0
Manipur,Jiribam,,,,,,,6.0,2.0,1.0,6.0,1.0,0.0,7.0,1.0,0.0
Manipur,Kakching,,,,,,,15.0,1.0,2.0,49.0,3.0,0.0,94.0,14.0,0.0
Manipur,Kamjong,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
Manipur,Kangpokpi,,,,,,,8.0,3.0,0.0,10.0,3.0,0.0,54.0,18.0,0.0
Manipur,Narcotic,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manipur,Noney,,,,,,,1.0,5.0,0.0,1.0,1.0,0.0,4.0,3.0,0.0
Manipur,Pherzawl,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Manipur,Senapati,9.0,6.0,0.0,5.0,3.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0
Manipur,Tamenglong,5.0,3.0,0.0,2.0,7.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
Manipur,Tengnoupal,,,,,,,2.0,3.0,1.0,6.0,1.0,0.0,50.0,4.0,0.0
Manipur,Thoubal,118.0,3.0,4.0,156.0,9.0,3.0,80.0,5.0,4.0,105.0,8.0,1.0,99.0,6.0,5.0
Manipur,Ukhrul,8.0,9.0,0.0,4.0,4.0,1.0,7.0,3.0,0.0,4.0,2.0,1.0,3.0,2.0,0.0
Meghalaya,Cyber Cell,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meghalaya,Garo Hills East,34.0,6.0,0.0,27.0,7.0,0.0,24.0,2.0,1.0,29.0,0.0,2.0,40.0,2.0,1.0
Meghalaya,Garo Hills North,4.0,3.0,0.0,26.0,2.0,1.0,25.0,6.0,1.0,26.0,0.0,0.0,26.0,1.0,0.0
Meghalaya,Garo Hills South,5.0,2.0,0.0,9.0,3.0,2.0,11.0,1.0,4.0,7.0,7.0,1.0,14.0,0.0,0.0
Meghalaya,Garo Hills South West,55.0,5.0,2.0,26.0,7.0,0.0,25.0,1.0,0.0,38.0,3.0,1.0,35.0,5.0,0.0
Meghalaya,Garo Hills West,138.0,9.0,7.0,68.0,10.0,5.0,66.0,8.0,6.0,132.0,7.0,13.0,110.0,10.0,0.0
Meghalaya,Jaintia Hills East,47.0,9.0,0.0,27.0,10.0,0.0,34.0,14.0,1.0,45.0,9.0,3.0,30.0,9.0,1.0
Meghalaya,Jaintia Hills West,59.0,15.0,0.0,46.0,15.0,2.0,70.0,10.0,0.0,51.0,13.0,0.0,36.0,7.0,2.0
Meghalaya,Khasi Hills East,424.0,18.0,9.0,327.0,20.0,6.0,355.0,14.0,7.0,410.0,14.0,5.0,456.0,14.0,9.0
Meghalaya,Khasi Hills Eastern West,,,,,,,,,,13.0,2.0,0.0,11.0,0.0,0.0
Meghalaya,Khasi Hills South West,9.0,1.0,0.0,10.0,5.0,0.0,10.0,2.0,1.0,13.0,2.0,0.0,17.0,1.0,0.0
Meghalaya,Khasi Hills West,25.0,10.0,2.0,28.0,7.0,2.0,28.0,1.0,1.0,24.0,5.0,0.0,35.0,4.0,1.0
Meghalaya,Ri-Bhoi,76.0,9.0,0.0,77.0,9.0,0.0,104.0,9.0,1.0,137.0,10.0,3.0,122.0,9.0,0.0
Mizoram,Aizawl,498.0,8.0,10.0,334.0,7.0,3.0,730.0,8.0,0.0,1028.0,14.0,3.0,756.0,10.0,1.0
Mizoram,Champhai,45.0,2.0,2.0,38.0,5.0,1.0,12.0,2.0,2.0,23.0,2.0,0.0,45.0,1.0,1.0
Mizoram,Crime and EOU,,,,,,,,,,,,,1.0,0.0,0.0
Mizoram,Cyber,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Mizoram,Hnahthial,,,,,,,,,,9.0,0.0,0.0,14.0,1.0,0.0
Mizoram,Khawzawl,,,,,,,,,,17.0,2.0,0.0,14.0,0.0,0.0
Mizoram,Kolasib,159.0,1.0,2.0,174.0,2.0,1.0,143.0,4.0,2.0,128.0,5.0,1.0,93.0,1.0,0.0
Mizoram,Lawngtlai,17.0,0.0,0.0,0.0,4.0,0.0,16.0,2.0,0.0,30.0,3.0,0.0,23.0,3.0,0.0
Mizoram,Lunglei,90.0,3.0,2.0,77.0,1.0,1.0,77.0,0.0,0.0,70.0,2.0,0.0,50.0,1.0,2.0
Mizoram,Mamit,52.0,4.0,2.0,44.0,5.0,0.0,36.0,4.0,1.0,59.0,1.0,0.0,42.0,2.0,1.0
Mizoram,Saiha,54.0,1.0,1.0,32.0,2.0,0.0,23.0,2.0,0.0,34.0,0.0,0.0,40.0,3.0,0.0
Mizoram,Saitual,,,,,,,,,,2.0,1.0,0.0,3.0,0.0,0.0
Mizoram,Serchhip,16.0,2.0,1.0,22.0,1.0,0.0,20.0,0.0,0.0,56.0,1.0,0.0,86.0,2.0,0.0
Mizoram,Spl Narcotic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,Crime,,,,,,,,,,,,,0.0,1.0,0.0
Nagaland,Cyber Security,,,,,,,,,,,,,0.0,0.0,0.0
Nagaland,Dimapur,242.0,17.0,3.0,269.0,17.0,0.0,254.0,8.0,0.0,,,,303.0,6.0,1.0
Nagaland,Kiphire,8.0,1.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,,,,2.0,0.0,0.0
Nagaland,Kohima,49.0,8.0,0.0,46.0,3.0,0.0,26.0,4.0,0.0,,,,37.0,2.0,0.0
Nagaland,Longleng,0.0,0.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,,,,18.0,0.0,0.0
Nagaland,Mokokchung,9.0,3.0,0.0,8.0,3.0,1.0,15.0,6.0,0.0,,,,2.0,3.0,0.0
Nagaland,Mon,29.0,3.0,0.0,21.0,1.0,1.0,34.0,3.0,0.0,,,,14.0,2.0,1.0
Nagaland,Narcotics,,,,,,,,,,,,,0.0,0.0,0.0
Nagaland,Noklak,,,,,,,,,,,,,0.0,0.0,0.0
Nagaland,Peren,9.0,1.0,0.0,12.0,3.0,0.0,8.0,2.0,0.0,,,,4.0,1.0,0.0
Nagaland,Phek,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,,,9.0,1.0,0.0
Nagaland,Shamator,,,,,,,,,,,,,0.0,0.0,0.0
Nagaland,Tseminyu,,,,,,,,,,,,,3.0,1.0,0.0
Nagaland,Tuensang,7.0,0.0,0.0,14.0,1.0,0.0,8.0,0.0,0.0,,,,8.0,1.0,0.0
Nagaland,Wokha,18.0,2.0,0.0,27.0,0.0,0.0,11.0,1.0,0.0,,,,20.0,0.0,0.0
Nagaland,Zunheboto,10.0,1.0,0.0,10.0,3.0,1.0,5.0,1.0,0.0,,,,10.0,1.0,0.0
Nagaland #,# Clarifications are pending,,,,,,,,,,,,,,,
Nagaland #,Dimapur,,,,,,,,,,317.0,12.0,1.0,,,
Nagaland #,Kiphire,,,,,,,,,,6.0,0.0,0.0,,,
Nagaland #,Kohima,,,,,,,,,,38.0,3.0,1.0,,,
Nagaland #,Longleng,,,,,,,,,,16.0,1.0,1.0,,,
Nagaland #,Mokokchung,,,,,,,,,,7.0,2.0,0.0,,,
Nagaland #,Mon,,,,,,,,,,34.0,0.0,0.0,,,
Nagaland #,Peren,,,,,,,,,,7.0,2.0,0.0,,,
Nagaland #,Phek,,,,,,,,,,9.0,1.0,0.0,,,
Nagaland #,Tuensang,,,,,,,,,,7.0,0.0,0.0,,,
Nagaland #,Wokha,,,,,,,,,,12.0,0.0,0.0,,,
Nagaland #,Zunheboto,,,,,,,,,,12.0,0.0,0.0,,,
Odisha,Angul,396.0,43.0,68.0,425.0,52.0,114.0,413.0,31.0,126.0,670.0,38.0,575.0,504.0,43.0,321.0
Odisha,Balasore,354.0,45.0,95.0,327.0,76.0,99.0,402.0,70.0,140.0,562.0,60.0,107.0,984.0,66.0,193.0
Odisha,Baragarh,238.0,29.0,36.0,229.0,51.0,35.0,255.0,41.0,58.0,338.0,43.0,112.0,378.0,43.0,71.0
Odisha,Berhampur,191.0,15.0,29.0,157.0,20.0,18.0,166.0,16.0,54.0,361.0,25.0,274.0,545.0,29.0,224.0
Odisha,Bhadrak,188.0,33.0,48.0,282.0,48.0,57.0,320.0,43.0,99.0,516.0,56.0,76.0,633.0,54.0,144.0
Odisha,Bolangir,145.0,34.0,59.0,213.0,50.0,57.0,404.0,36.0,99.0,511.0,38.0,99.0,443.0,43.0,146.0
Odisha,Boudh,48.0,13.0,51.0,32.0,18.0,16.0,69.0,13.0,24.0,81.0,13.0,35.0,106.0,25.0,28.0
Odisha,CID CB,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,16.0,0.0,0.0
Odisha,Cuttack,157.0,29.0,41.0,202.0,47.0,36.0,251.0,50.0,66.0,282.0,67.0,65.0,295.0,72.0,127.0
Odisha,DCP BBSR,1576.0,29.0,119.0,1555.0,43.0,120.0,1905.0,39.0,120.0,1754.0,47.0,25.0,1943.0,52.0,24.0
Odisha,DCP CTC,579.0,24.0,176.0,587.0,29.0,52.0,643.0,30.0,108.0,695.0,25.0,145.0,704.0,26.0,161.0
Odisha,Deogarh,56.0,13.0,27.0,60.0,13.0,14.0,37.0,13.0,24.0,103.0,18.0,207.0,86.0,13.0,104.0
Odisha,Dhenkanal,169.0,31.0,42.0,155.0,45.0,41.0,215.0,30.0,61.0,286.0,44.0,119.0,431.0,28.0,170.0
Odisha,Gajapati,23.0,19.0,38.0,38.0,9.0,36.0,38.0,12.0,9.0,78.0,13.0,22.0,66.0,10.0,38.0
Odisha,Ganjam,185.0,72.0,0.0,170.0,74.0,78.0,197.0,80.0,115.0,399.0,57.0,942.0,597.0,85.0,888.0
Odisha,Jagatsinghpur,112.0,25.0,62.0,96.0,35.0,35.0,136.0,44.0,167.0,317.0,31.0,130.0,346.0,30.0,99.0
Odisha,Jajpur,365.0,71.0,61.0,302.0,66.0,64.0,378.0,71.0,117.0,523.0,61.0,200.0,591.0,50.0,274.0
Odisha,Jharsuguda,295.0,24.0,14.0,238.0,31.0,24.0,190.0,24.0,45.0,285.0,19.0,92.0,335.0,22.0,48.0
Odisha,Kalahandi,97.0,47.0,75.0,125.0,41.0,39.0,159.0,47.0,95.0,278.0,36.0,197.0,295.0,34.0,212.0
Odisha,Kandhamal,90.0,43.0,108.0,94.0,24.0,55.0,100.0,25.0,55.0,130.0,26.0,85.0,193.0,46.0,101.0
Odisha,Kendrapara,101.0,39.0,206.0,103.0,46.0,243.0,147.0,57.0,82.0,261.0,55.0,184.0,388.0,43.0,230.0
Odisha,Keonjhar,265.0,56.0,198.0,273.0,75.0,53.0,290.0,74.0,92.0,428.0,80.0,87.0,571.0,71.0,216.0
Odisha,Khurda,146.0,42.0,26.0,161.0,32.0,37.0,185.0,35.0,48.0,611.0,27.0,102.0,691.0,33.0,147.0
Odisha,Koraput,203.0,55.0,88.0,154.0,34.0,77.0,190.0,40.0,122.0,251.0,46.0,72.0,240.0,53.0,204.0
Odisha,Malkangiri,50.0,29.0,42.0,34.0,25.0,36.0,79.0,35.0,62.0,152.0,36.0,133.0,112.0,31.0,153.0
Odisha,Mayurbhanj,162.0,77.0,267.0,177.0,77.0,73.0,274.0,86.0,162.0,721.0,99.0,336.0,939.0,77.0,421.0
Odisha,Nabarangpur,60.0,29.0,61.0,42.0,33.0,81.0,55.0,29.0,56.0,158.0,23.0,157.0,148.0,38.0,102.0
Odisha,Nayagarh,111.0,30.0,46.0,102.0,36.0,35.0,136.0,48.0,35.0,172.0,43.0,58.0,162.0,26.0,86.0
Odisha,Nuapada,73.0,14.0,44.0,92.0,10.0,29.0,112.0,13.0,44.0,145.0,11.0,34.0,91.0,13.0,47.0
Odisha,Puri,423.0,61.0,57.0,441.0,59.0,54.0,459.0,47.0,113.0,711.0,53.0,123.0,702.0,54.0,135.0
Odisha,Rayagada,102.0,39.0,117.0,93.0,26.0,65.0,145.0,29.0,61.0,174.0,27.0,73.0,172.0,26.0,66.0
Odisha,Rourkela,481.0,50.0,70.0,425.0,46.0,58.0,416.0,36.0,58.0,433.0,44.0,87.0,563.0,37.0,106.0
Odisha,SRP(Cuttack),560.0,2.0,0.0,484.0,2.0,0.0,693.0,3.0,0.0,802.0,9.0,0.0,914.0,4.0,0.0
Odisha,SRP(Rourkela),386.0,2.0,0.0,388.0,6.0,0.0,473.0,5.0,2.0,409.0,6.0,0.0,540.0,3.0,0.0
Odisha,Sambalpur,410.0,38.0,68.0,483.0,37.0,63.0,494.0,41.0,115.0,738.0,48.0,190.0,607.0,40.0,143.0
Odisha,Sonepur,63.0,16.0,16.0,82.0,9.0,11.0,141.0,18.0,17.0,152.0,15.0,27.0,132.0,10.0,20.0
Odisha,Sundargarh,223.0,49.0,70.0,241.0,53.0,79.0,199.0,45.0,88.0,398.0,39.0,152.0,388.0,32.0,85.0
Puducherry,Karaikal,59.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,1.0
Puducherry,Puducherry,593.0,22.0,2.0,622.0,29.0,8.0,484.0,29.0,8.0,505.0,30.0,9.0,356.0,27.0,8.0
Punjab,Amritsar Rural,169.0,42.0,34.0,126.0,44.0,29.0,148.0,41.0,60.0,263.0,51.0,32.0,350.0,51.0,43.0
Punjab,Barnala,123.0,18.0,17.0,140.0,15.0,28.0,122.0,10.0,17.0,184.0,11.0,17.0,144.0,17.0,14.0
Punjab,Batala,111.0,20.0,32.0,118.0,20.0,32.0,97.0,26.0,38.0,253.0,23.0,42.0,190.0,25.0,24.0
Punjab,Bathinda,286.0,41.0,63.0,317.0,39.0,75.0,305.0,39.0,79.0,430.0,36.0,86.0,358.0,42.0,71.0
Punjab,Bureau of Investigation,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Punjab,CP Amritsar,901.0,21.0,58.0,732.0,23.0,80.0,1004.0,18.0,48.0,1063.0,33.0,58.0,988.0,19.0,100.0
Punjab,CP Jalandhar,475.0,15.0,75.0,692.0,18.0,78.0,303.0,10.0,142.0,588.0,13.0,124.0,559.0,18.0,119.0
Punjab,CP Ludhiana,1178.0,59.0,116.0,1335.0,53.0,167.0,1508.0,56.0,143.0,1182.0,58.0,224.0,1060.0,56.0,124.0
Punjab,Cyber Crime Wing,,,,,,,,,,,,,0.0,0.0,0.0
Punjab,Faridkot,81.0,12.0,26.0,81.0,15.0,23.0,122.0,21.0,25.0,161.0,16.0,9.0,158.0,15.0,15.0
Punjab,Fatehgarh Sahib,85.0,15.0,29.0,73.0,11.0,41.0,94.0,5.0,39.0,125.0,15.0,44.0,80.0,20.0,47.0
Punjab,Fazilka,68.0,21.0,15.0,83.0,32.0,18.0,105.0,26.0,16.0,139.0,21.0,45.0,138.0,16.0,62.0
Punjab,Ferozepur,183.0,27.0,20.0,221.0,34.0,29.0,204.0,29.0,24.0,163.0,23.0,25.0,144.0,27.0,33.0
Punjab,GRP,485.0,12.0,1.0,289.0,12.0,0.0,452.0,7.0,0.0,299.0,8.0,0.0,201.0,4.0,0.0
Punjab,Gurdaspur,86.0,11.0,27.0,78.0,15.0,50.0,68.0,15.0,58.0,79.0,11.0,67.0,94.0,4.0,55.0
Punjab,Hoshiarpur,231.0,27.0,78.0,208.0,29.0,50.0,241.0,29.0,98.0,332.0,29.0,109.0,281.0,22.0,115.0
Punjab,Intelligence Wing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Punjab,Jalandhar Rural,188.0,18.0,66.0,116.0,27.0,52.0,167.0,21.0,25.0,304.0,32.0,61.0,278.0,32.0,57.0
Punjab,Kapurthala,154.0,18.0,32.0,189.0,17.0,57.0,296.0,24.0,33.0,111.0,16.0,37.0,146.0,18.0,30.0
Punjab,Khanna,146.0,24.0,15.0,106.0,15.0,18.0,100.0,17.0,32.0,194.0,24.0,34.0,171.0,15.0,19.0
Punjab,Ludhiana Rural,123.0,20.0,15.0,120.0,15.0,20.0,102.0,18.0,28.0,158.0,16.0,30.0,53.0,18.0,18.0
Punjab,Malerkotla,,,,,,,,,,96.0,5.0,39.0,41.0,8.0,36.0
Punjab,Mansa,82.0,24.0,27.0,102.0,21.0,30.0,80.0,25.0,17.0,153.0,28.0,26.0,113.0,15.0,28.0
Punjab,Moga,172.0,20.0,37.0,150.0,24.0,40.0,188.0,23.0,36.0,148.0,28.0,23.0,136.0,19.0,32.0
Punjab,Muktsar,159.0,23.0,17.0,151.0,35.0,15.0,184.0,20.0,34.0,147.0,32.0,16.0,77.0,27.0,5.0
Punjab,NRI Wing,3.0,0.0,62.0,4.0,0.0,79.0,0.0,0.0,128.0,1.0,0.0,47.0,3.0,0.0,40.0
Punjab,Pathankot,96.0,10.0,18.0,61.0,6.0,21.0,63.0,8.0,38.0,81.0,7.0,38.0,56.0,7.0,14.0
Punjab,Patiala,331.0,50.0,91.0,507.0,56.0,143.0,438.0,50.0,153.0,496.0,42.0,144.0,407.0,47.0,157.0
Punjab,Ropar,90.0,12.0,22.0,117.0,10.0,50.0,80.0,15.0,48.0,107.0,10.0,20.0,90.0,20.0,43.0
Punjab,SAS Nagar,435.0,22.0,88.0,480.0,30.0,89.0,489.0,33.0,86.0,643.0,22.0,130.0,648.0,42.0,125.0
Punjab,SBS Nagar,119.0,8.0,54.0,100.0,10.0,32.0,105.0,13.0,35.0,95.0,9.0,45.0,107.0,14.0,29.0
Punjab,Sangrur,220.0,32.0,45.0,248.0,32.0,76.0,346.0,44.0,75.0,293.0,19.0,41.0,249.0,30.0,48.0
Punjab,Special Task Force,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Punjab,Tarn Taran,149.0,36.0,19.0,121.0,25.0,48.0,151.0,36.0,40.0,204.0,32.0,27.0,239.0,33.0,29.0
Rajasthan,ATS & SOG,,,,,,,,,,,,,0.0,0.0,0.0
Rajasthan,Ajmer,867.0,49.0,672.0,806.0,60.0,704.0,1194.0,54.0,971.0,1626.0,60.0,1028.0,912.0,28.0,464.0
Rajasthan,Alwar,2633.0,121.0,706.0,2620.0,109.0,763.0,1938.0,54.0,685.0,2172.0,73.0,770.0,2084.0,65.0,660.0
Rajasthan,Anupgarh,,,,,,,,,,,,,153.0,20.0,395.0
Rajasthan,Balotra,,,,,,,,,,,,,288.0,24.0,123.0
Rajasthan,Banswara,158.0,40.0,155.0,184.0,42.0,114.0,368.0,33.0,308.0,322.0,47.0,195.0,257.0,42.0,192.0
Rajasthan,Baran,397.0,38.0,302.0,395.0,30.0,341.0,585.0,33.0,471.0,446.0,43.0,366.0,382.0,53.0,409.0
Rajasthan,Barmer,364.0,35.0,208.0,369.0,28.0,181.0,530.0,40.0,402.0,664.0,44.0,385.0,353.0,32.0,189.0
Rajasthan,Beawar,,,,,,,,,,,,,443.0,25.0,426.0
Rajasthan,Bharatpur,1367.0,88.0,524.0,1456.0,85.0,553.0,1767.0,86.0,835.0,1814.0,88.0,994.0,1590.0,55.0,445.0
Rajasthan,Bhilwara,870.0,40.0,522.0,870.0,39.0,514.0,887.0,40.0,777.0,1040.0,39.0,877.0,1105.0,33.0,477.0
Rajasthan,Bhiwadi,,,,,,,1576.0,61.0,434.0,1764.0,58.0,449.0,661.0,22.0,136.0
Rajasthan,Bikaner,329.0,43.0,384.0,287.0,41.0,353.0,475.0,54.0,607.0,619.0,59.0,554.0,757.0,80.0,676.0
Rajasthan,Bundi,287.0,19.0,230.0,246.0,20.0,271.0,381.0,15.0,390.0,346.0,23.0,311.0,337.0,15.0,312.0
Rajasthan,Chittorgarh,766.0,27.0,433.0,759.0,32.0,388.0,873.0,31.0,574.0,809.0,40.0,532.0,746.0,33.0,510.0
Rajasthan,Churu,260.0,39.0,272.0,209.0,37.0,417.0,323.0,38.0,464.0,358.0,35.0,484.0,279.0,47.0,468.0
Rajasthan,Dausa,660.0,31.0,183.0,638.0,35.0,190.0,926.0,34.0,316.0,960.0,46.0,339.0,837.0,35.0,346.0
Rajasthan,Deeg,,,,,,,,,,,,,510.0,34.0,371.0
Rajasthan,Dholpur,453.0,50.0,214.0,423.0,50.0,231.0,506.0,65.0,310.0,690.0,48.0,375.0,569.0,46.0,395.0
Rajasthan,Didwana-Kuchaman,,,,,,,,,,,,,417.0,20.0,341.0
Rajasthan,Dudu,,,,,,,,,,,,,167.0,5.0,62.0
Rajasthan,Dungarpur,102.0,32.0,93.0,133.0,39.0,85.0,145.0,29.0,135.0,130.0,44.0,154.0,124.0,41.0,144.0
Rajasthan,GRP Ajmer,1071.0,1.0,0.0,1039.0,5.0,0.0,1267.0,5.0,0.0,1083.0,2.0,0.0,1444.0,4.0,0.0
Rajasthan,GRP Jodhpur,148.0,0.0,0.0,160.0,1.0,0.0,255.0,1.0,0.0,288.0,3.0,0.0,350.0,1.0,0.0
Rajasthan,Ganganagar,333.0,64.0,549.0,366.0,56.0,631.0,488.0,67.0,914.0,665.0,67.0,877.0,529.0,46.0,494.0
Rajasthan,Gangapur City,,,,,,,,,,,,,672.0,34.0,144.0
Rajasthan,Hanumangarh,261.0,56.0,379.0,260.0,51.0,473.0,331.0,53.0,746.0,424.0,58.0,755.0,395.0,42.0,691.0
Rajasthan,Jaipur Crime,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajasthan,Jaipur East,2707.0,33.0,213.0,3253.0,20.0,245.0,4564.0,18.0,374.0,3266.0,46.0,300.0,3776.0,46.0,335.0
Rajasthan,Jaipur Metro,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Rajasthan,Jaipur North,740.0,17.0,206.0,847.0,14.0,200.0,1295.0,14.0,325.0,1090.0,12.0,320.0,915.0,17.0,345.0
Rajasthan,Jaipur Rural,697.0,29.0,179.0,729.0,45.0,234.0,1165.0,61.0,405.0,1167.0,56.0,537.0,684.0,27.0,288.0
Rajasthan,Jaipur South,1782.0,18.0,185.0,2296.0,29.0,204.0,3531.0,19.0,302.0,3018.0,23.0,357.0,3111.0,33.0,352.0
Rajasthan,Jaipur West,1536.0,22.0,296.0,1693.0,33.0,344.0,2595.0,42.0,524.0,2093.0,51.0,538.0,2199.0,33.0,595.0
Rajasthan,Jaisalmer,192.0,12.0,56.0,133.0,13.0,36.0,218.0,12.0,71.0,253.0,17.0,63.0,196.0,10.0,63.0
Rajasthan,Jalore,259.0,29.0,119.0,242.0,35.0,200.0,386.0,33.0,212.0,359.0,44.0,223.0,203.0,17.0,133.0
Rajasthan,Jhalawar,518.0,23.0,277.0,469.0,35.0,335.0,659.0,46.0,610.0,672.0,32.0,539.0,647.0,32.0,495.0
Rajasthan,Jhunjhunu,454.0,32.0,361.0,408.0,39.0,332.0,651.0,61.0,472.0,614.0,37.0,540.0,486.0,35.0,413.0
Rajasthan,Jodhpur Crime,,,,,,,,,,,,,0.0,0.0,0.0
Rajasthan,Jodhpur East,465.0,13.0,177.0,512.0,21.0,155.0,850.0,16.0,165.0,761.0,12.0,237.0,549.0,14.0,195.0
Rajasthan,Jodhpur Rural,305.0,39.0,146.0,297.0,29.0,117.0,418.0,34.0,218.0,573.0,31.0,235.0,295.0,26.0,157.0
Rajasthan,Jodhpur West,604.0,19.0,195.0,708.0,24.0,238.0,1136.0,20.0,267.0,1115.0,20.0,247.0,1192.0,19.0,260.0
Rajasthan,Karauli,541.0,38.0,142.0,572.0,38.0,148.0,632.0,40.0,356.0,630.0,43.0,334.0,905.0,29.0,219.0
Rajasthan,Kekri,,,,,,,,,,,,,163.0,20.0,241.0
Rajasthan,Khairtal-Tijara,,,,,,,,,,,,,413.0,19.0,176.0
Rajasthan,Kota City,1141.0,26.0,329.0,1137.0,23.0,420.0,1597.0,30.0,471.0,1341.0,27.0,435.0,1555.0,30.0,410.0
Rajasthan,Kota Rural,171.0,14.0,163.0,153.0,25.0,205.0,317.0,14.0,249.0,378.0,24.0,215.0,321.0,16.0,210.0
Rajasthan,Kotputli-Behror,,,,,,,,,,,,,807.0,37.0,304.0
Rajasthan,Nagaur,577.0,52.0,452.0,533.0,45.0,438.0,577.0,67.0,625.0,1072.0,58.0,595.0,597.0,42.0,329.0
Rajasthan,Neem Ka Thana,,,,,,,,,,,,,453.0,31.0,316.0
Rajasthan,Pali,454.0,47.0,412.0,440.0,53.0,380.0,697.0,49.0,613.0,682.0,55.0,720.0,569.0,44.0,501.0
Rajasthan,Phalodi,,,,,,,,,,,,,204.0,18.0,71.0
Rajasthan,Pratapgarh,97.0,29.0,184.0,108.0,24.0,152.0,169.0,29.0,276.0,245.0,40.0,248.0,177.0,23.0,212.0
Rajasthan,Rajsamand,163.0,22.0,199.0,250.0,17.0,209.0,517.0,35.0,375.0,421.0,37.0,311.0,368.0,23.0,291.0
Rajasthan,SCRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajasthan,SOG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Rajasthan,SSB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajasthan,Salumbar,,,,,,,,,,,,,110.0,15.0,68.0
Rajasthan,Sanchore,,,,,,,,,,,,,162.0,22.0,86.0
Rajasthan,Sawai Madhopur,634.0,21.0,207.0,642.0,34.0,241.0,849.0,28.0,319.0,728.0,35.0,326.0,650.0,17.0,166.0
Rajasthan,Shahpura,,,,,,,,,,,,,188.0,16.0,226.0
Rajasthan,Sikar,856.0,49.0,359.0,873.0,46.0,426.0,1244.0,64.0,678.0,1397.0,61.0,732.0,894.0,44.0,498.0
Rajasthan,Sirohi,219.0,24.0,125.0,191.0,32.0,116.0,263.0,33.0,265.0,388.0,44.0,255.0,356.0,37.0,223.0
Rajasthan,Tonk,297.0,18.0,282.0,298.0,17.0,288.0,549.0,21.0,305.0,549.0,38.0,327.0,515.0,37.0,356.0
Rajasthan,Udaipur,836.0,74.0,418.0,871.0,57.0,378.0,1121.0,80.0,616.0,1332.0,114.0,768.0,1393.0,93.0,629.0
Sikkim,CID,,,,,,,,,,,,,0.0,0.0,0.0
Sikkim,East,68.0,6.0,3.0,21.0,5.0,1.0,23.0,10.0,1.0,,,,,,
Sikkim,Gangtok (East),,,,,,,,,,16.0,2.0,1.0,27.0,7.0,0.0
Sikkim,Gyalshing (West),,,,,,,,,,1.0,3.0,0.0,3.0,1.0,0.0
Sikkim,Mangan (North),,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0
